"Study ID","Effect","Coder","Biblio info",,,,"Selectivity info",,,,,,,,,,,"Odds ratio",,"Log odds ratio",,"Raw numbers",,,,"Multivariate Logistic Regression",,,,"Proportions",,,"Nonparametric Tests",,,,,,,,,"Computing d in designs with indpt groups",,,,,,,,,,,,,,,"Computing d in designs with paired groups",,,,,,,,,,,,,,,"Computing d in designs with indpt groups using ANCOVA",,,,,,,,,,,,,,,,,,,,,,,"Computing r w/ indpt grps",,,,,,,,,"Extinction info",,,,,"Ratio survive/extinct","Notes","Chi Square",,,,,,,"Extinction Rate",,,,,"GLM",,,,,"Mean Species Duration/Longevity",,,,
,"#",,"Full citation","In-text Citation","Year","Type","Phylum","Bivalve/ Gastropod","Taxon","Tax level","Aggregate Trait","Trait","Trait category","Aggregate Age/ Event","Age/ Event","Location","Data source","Odds Ratio","Var Odds Ratio","Log odds ratio","Var Lnor","# Ext","# Surv","Total # Ext","Total # Surv","Genera","Victims","Log-odds","C.I. (95%)","Prop ext","Prop surv","Total # sp","Test","N","mean g. 1","mean g. 2","sd g. 1","sd g. 2","Test Statistic","df","P","Y1","Y2","Spool","n1","n2","t","n1","n2","F","n1","n2","p","1 or 2","n1","n2","Y1","Y2","Sdiff","r","n","t","r","n","F","r","n","p","1 or 2","r","n","Y1","Y2","Spool","n1","n2","R","q","t","n1","n2","R","q","F","n1","n2","R","q","p","1 or 2","n1","n2","R","q","r","n","t","n","t","r","p","1 or 2","r","Magnitude","Era","Duration","Geo scope","Cause",,,"x-square","n","df","p (sur/extinct)","% group a extinct","% group b extinct","p (before/after)","n","per-capita extinct/orig",,,,"coefficient","d.f.","p","Note",,"Test type","Trait Type Species Total ","Mean Duration","p","z"
"Jablonski 1986a CCM",2,"EO","Jablonski, David. 1986. Causes and consequences of mass extinctions: a comparative approach. In: Ellio, D. K., ed., Dynamics of extinction. New York: Wiley.","Jablonski 1986",1986,"in press","Mollusca","Bivalve","bivalve","genera","Species Richness","Species Richness","Species rich ","K/T","K/T","Atlantic Coastal Plain","Jablonski database (for Atlantic Coastal Plain)",,,,,25,22,63,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M","Mz",,,,,"This data was probably included in Jablonski's later global analysis of extinction selectivity in regards to species richness …",,,,,,,,,,,,,,,,,,,,,,
"Raffi 1985 BPP",1,"EO","Raffi, Sergio, Steven M. Stanley, and Raffaella Marasti. 1985. Biogeographic patterns and Plio-Pleistocene extinction of bivalvia in the Mediterranean and Southern North Sea. Paleontological Society v. 11:368-388.","Raffi et al. 1985",1985,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Geographic Range","Endemic","Pliocene-Recent","Pliocene-Recent","Mediterranean and Northern Sea",,,,,,4,60,63,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Raffi 1985 BPP",2,"EO","Raffi, Sergio, Steven M. Stanley, and Raffaella Marasti. 1985. Biogeographic patterns and Plio-Pleistocene extinction of bivalvia in the Mediterranean and Southern North Sea. Paleontological Society v. 11:368-388.","Raffi et al. 1985",1985,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Geographic Range/ Eurythermal","Cosmospolitan","Pliocene-Recent","Pliocene-Recent","Mediterranean and Northern Sea",,,,,,59,159,63,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Raffi 1985 BPP",1,"EO","McRoberts, Christopher A. 2001. Triassic bivalves and the initial marine Mesozoic revolution: a role for predators? Geological Society of America v. 29:359-362.","McRoberts 2001",2001,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Life Habit","Epifaunal","Early Triassic","Induan","global","Sepkoski's genus database ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"graphclick",,,,,,,,,,,,,,,,,,,,,,
"McRoberts 2001 TBI",2,"EO","McRoberts, Christopher A. 2001. Triassic bivalves and the initial marine Mesozoic revolution: a role for predators? Geological Society of America v. 29:359-362.","McRoberts 2001",2001,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Life Habit","Infaunal","Early Triassic","Induan","global","Sepkoski's genus database",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"graphclick",,,,,,,,,,,,,,,,,,,,,,
"McRoberts 2001 TBI",1,"EO","McRoberts, Christopher A. 2001. Triassic bivalves and the initial marine Mesozoic revolution: a role for predators? Geological Society of America v. 29:359-362.","McRoberts 2001",2001,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Life Habit","Epifaunal","Early Triassic","Olenekian","global","Sepkoski's genus database",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"graphclick",,,,,,,,,,,,,,,,,,,,,,
"McRoberts 2001 TBI",2,"EO","McRoberts, Christopher A. 2001. Triassic bivalves and the initial marine Mesozoic revolution: a role for predators? Geological Society of America v. 29:359-362.","McRoberts 2001",2001,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Life Habit","Infaunal","Early Triassic","Olenekian","global","Sepkoski's genus database",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"graphclick",,,,,,,,,,,,,,,,,,,,,,
"McRoberts 2001 TBI",1,"EO","McRoberts, Christopher A. 2001. Triassic bivalves and the initial marine Mesozoic revolution: a role for predators? Geological Society of America v. 29:359-362.","McRoberts 2001",2001,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Life Habit","Epifaunal","Middle Triassic","Anisian","global","Sepkoski's genus database",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"graphclick",,,,,,,,,,,,,,,,,,,,,,
"McRoberts 2001 TBI",2,"EO","McRoberts, Christopher A. 2001. Triassic bivalves and the initial marine Mesozoic revolution: a role for predators? Geological Society of America v. 29:359-362.","McRoberts 2001",2001,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Life Habit","Infaunal","Middle Triassic","Anisian","global","Sepkoski's genus database",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"graphclick",,,,,,,,,,,,,,,,,,,,,,
"McRoberts 2001 TBI",1,"EO","McRoberts, Christopher A. 2001. Triassic bivalves and the initial marine Mesozoic revolution: a role for predators? Geological Society of America v. 29:359-362.","McRoberts 2001",2001,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Life Habit","Epifaunal","Middle Triassic","Ladinian","global","Sepkoski's genus database",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"graphclick",,,,,,,,,,,,,,,,,,,,,,
"McRoberts 2001 TBI",2,"EO","McRoberts, Christopher A. 2001. Triassic bivalves and the initial marine Mesozoic revolution: a role for predators? Geological Society of America v. 29:359-362.","McRoberts 2001",2001,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Life Habit","Infaunal","Middle Triassic","Ladinian","global","Sepkoski's genus database",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"graphclick",,,,,,,,,,,,,,,,,,,,,,
"McRoberts 2001 TBI",1,"EO","McRoberts, Christopher A. 2001. Triassic bivalves and the initial marine Mesozoic revolution: a role for predators? Geological Society of America v. 29:359-362.","McRoberts 2001",2001,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Life Habit","Epifaunal","Late Triassic","Carnian","global","Sepkoski's genus database",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"graphclick",,,,,,,,,,,,,,,,,,,,,,
"McRoberts 2001 TBI",2,"EO","McRoberts, Christopher A. 2001. Triassic bivalves and the initial marine Mesozoic revolution: a role for predators? Geological Society of America v. 29:359-362.","McRoberts 2001",2001,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Life Habit","Infaunal","Late Triassic","Carnian","global","Sepkoski's genus database",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"graphclick",,,,,,,,,,,,,,,,,,,,,,
"McRoberts 2001 TBI",1,"EO","McRoberts, Christopher A. 2001. Triassic bivalves and the initial marine Mesozoic revolution: a role for predators? Geological Society of America v. 29:359-362.","McRoberts 2001",2001,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Life Habit","Epifaunal","Late Triassic","Norian","global","Sepkoski's genus database",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"graphclick",,,,,,,,,,,,,,,,,,,,,,
"McRoberts 2001 TBI",2,"EO","McRoberts, Christopher A. 2001. Triassic bivalves and the initial marine Mesozoic revolution: a role for predators? Geological Society of America v. 29:359-362.","McRoberts 2001",2001,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Life Habit","Infaunal","Late Triassic","Norian","global","Sepkoski's genus database",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"graphclick",,,,,,,,,,,,,,,,,,,,,,
"McRoberts 2001 TBI",1,"EO","McRoberts, Christopher A. 2001. Triassic bivalves and the initial marine Mesozoic revolution: a role for predators? Geological Society of America v. 29:359-362.","McRoberts 2001",2001,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Life Habit","Epifaunal","Late Triassic","Rhaetian","global","Sepkoski's genus database",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"graphclick",,,,,,,,,,,,,,,,,,,,,,
"McRoberts 2001 TBI",2,"EO","McRoberts, Christopher A. 2001. Triassic bivalves and the initial marine Mesozoic revolution: a role for predators? Geological Society of America v. 29:359-362.","McRoberts 2001",2001,"PR","Mollusca","Bivalve","bivalve","genera","Life Habit","Life Habit","Infaunal","Late Triassic","Rhaetian","global","Sepkoski's genus database",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"graphclick",,,,,,,,,,,,,,,,,,,,,,
"Hansen 1978 LDS",1,"EO","Hansen, Thor A. 1978. Larval dispersal and species longevity in lower tertiary gastropods. Science v. 199:885-887.","Hansen 1978",1978,"PR","Mollusca","Gastropod","gastropod","Volutidae","Larval Type","Larval Type","Nonplanktotroph","Paleocene-Eocene","Paleocene-Eocene","North American Gulf Coast",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mann-Whitney U (two-tailed for large samples)",29,"2.2 my",,0.05
"Hansen 1978 LDS",2,"EO","Hansen, Thor A. 1978. Larval dispersal and species longevity in lower tertiary gastropods. Science v. 199:885-887.","Hansen 1978",1978,"PR","Mollusca","Gastropod","gastropod","Volutidae","Larval Type","Larval Type","Planktotroph","Paleocene-Eocene","Paleocene-Eocene","North American Gulf Coast",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mann-Whitney U (two-tailed for large samples)",13,"4.4 my",,0.01
"Stanley 1986 PSE",1,"EO","Stanley, Steven M. 1986. Population size, extinction, and speciation: the fission effect in neogene bivalvia. Paleobiology 12:89-110.","Stanley 1986b",1986,"PR","Mollusca","Bivalve","bivalve","species","Abundance","Abundance","Rare","Pliocene-Recent","Early Pliocene-Modern","Italy",,,,,,16,6,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Table 1 also provides data on body size and geogrpahic range that is difficult to extract",,,,,,,,,,,,,,,,,,,,,,
"Stanley 1986 PSE",2,"EO","Stanley, Steven M. 1986. Population size, extinction, and speciation: the fission effect in neogene bivalvia. Paleobiology 12:89-110.","Stanley 1986b",1986,"PR","Mollusca","Bivalve","bivalve","species","Abundance","Abundance","Common","Pliocene-Recent","Early Pliocene-Modern","Italy",,,,,,9,19,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Table 1 also provides data on body size and geogrpahic range that is difficult to extract",,,,,,,,,,,,,,,,,,,,,,
"Stanley 1986 PSE",1,"EO","Stanley, Steven M. 1986. Population size, extinction, and speciation: the fission effect in neogene bivalvia. Paleobiology 12:89-110.","Stanley 1986b",1986,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Burrowing protobranch (BuP)","Pliocene-Recent","Late Pliocene (2mya) -Modern","California and Japan",,,,,,3,19,70,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Table 1 also provides data on body size and geogrpahic range that is difficult to extract",,,,,,,,,,,,,,,,,,,,,,
"Stanley 1986 PSE",2,"EO","Stanley, Steven M. 1986. Population size, extinction, and speciation: the fission effect in neogene bivalvia. Paleobiology 12:89-110.","Stanley 1986b",1986,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Epifaunal byssate (EpB)","Pliocene-Recent","Late Pliocene (2mya) -Modern","California and Japan",,,,,,15,21,70,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Table 1 also provides data on body size and geogrpahic range that is difficult to extract",,,,,,,,,,,,,,,,,,,,,,
"Stanley 1986 PSE",3,"EO","Stanley, Steven M. 1986. Population size, extinction, and speciation: the fission effect in neogene bivalvia. Paleobiology 12:89-110.","Stanley 1986b",1986,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Epifaunal freeliving (EpF)","Pliocene-Recent","Late Pliocene (2mya) -Modern","California and Japan",,,,,,17,3,70,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Table 1 also provides data on body size and geogrpahic range that is difficult to extract",,,,,,,,,,,,,,,,,,,,,,
"Stanley 1986 PSE",4,"EO","Stanley, Steven M. 1986. Population size, extinction, and speciation: the fission effect in neogene bivalvia. Paleobiology 12:89-110.","Stanley 1986b",1986,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Epifaunal cemented (EpC)","Pliocene-Recent","Late Pliocene (2mya) -Modern","California and Japan",,,,,,3,5,70,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Table 1 also provides data on body size and geogrpahic range that is difficult to extract",,,,,,,,,,,,,,,,,,,,,,
"Stanley 1986 PSE",5,"EO","Stanley, Steven M. 1986. Population size, extinction, and speciation: the fission effect in neogene bivalvia. Paleobiology 12:89-110.","Stanley 1986b",1986,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Endobyssate (En)","Pliocene-Recent","Late Pliocene (2mya) -Modern","California and Japan",,,,,,0,15,70,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Table 1 also provides data on body size and geogrpahic range that is difficult to extract",,,,,,,,,,,,,,,,,,,,,,
"Stanley 1986 PSE",6,"EO","Stanley, Steven M. 1986. Population size, extinction, and speciation: the fission effect in neogene bivalvia. Paleobiology 12:89-110.","Stanley 1986b",1986,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Burrowing nonsiphonate (BuN)","Pliocene-Recent","Late Pliocene (2mya) -Modern","California and Japan",,,,,,14,10,70,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Table 1 also provides data on body size and geogrpahic range that is difficult to extract",,,,,,,,,,,,,,,,,,,,,,
"Stanley 1986 PSE",7,"EO","Stanley, Steven M. 1986. Population size, extinction, and speciation: the fission effect in neogene bivalvia. Paleobiology 12:89-110.","Stanley 1986b",1986,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Burrowing siphonate (BuS)","Pliocene-Recent","Late Pliocene (2mya) -Modern","California and Japan",,,,,,18,98,70,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Table 1 also provides data on body size and geogrpahic range that is difficult to extract",,,,,,,,,,,,,,,,,,,,,,
"Stanley 1986 PSE",8,"EO","Stanley, Steven M. 1986. Population size, extinction, and speciation: the fission effect in neogene bivalvia. Paleobiology 12:89-110.","Stanley 1986b",1986,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Boring siphonate (BoS)","Pliocene-Recent","Late Pliocene (2mya) -Modern","California and Japan",,,,,,0,4,70,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Table 1 also provides data on body size and geogrpahic range that is difficult to extract",,,,,,,,,,,,,,,,,,,,,,
"Stanley 1986 PSE",1,"EO","Stanley, Steven M. 1986. Population size, extinction, and speciation: the fission effect in neogene bivalvia. Paleobiology 12:89-110.","Stanley 1986b",1986,"PR","Mollusca","Bivalve","bivalve","species","Larval Type","Larval Type","Non-planktotrophic","Pliocene-Recent","Late Pliocene (2mya) -Modern","California and Japan",,,,,,15,55,70,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Table 1 also provides data on body size and geogrpahic range that is difficult to extract",,,,,,,,,,,,,,,,,,,,,,
"Stanley 1986 PSE",2,"EO","Stanley, Steven M. 1986. Population size, extinction, and speciation: the fission effect in neogene bivalvia. Paleobiology 12:89-110.","Stanley 1986b",1986,"PR","Mollusca","Bivalve","bivalve","species","Larval Type","Larval Type","Planktotroph","Pliocene-Recent","Late Pliocene (2mya) -Modern","California and Japan",,,,,,55,120,70,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Table 1 also provides data on body size and geogrpahic range that is difficult to extract",,,,,,,,,,,,,,,,,,,,,,
"Stanley 1986 ARM",1,"EO","Steven M. Stanley. 1986. Anatomy of a regional mass extinction: plio-pleistocene decimation of the western atlantic bivalve fauna. Palaios 1:17-36.","Stanley 1986a",1986,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Boring siphonate (BoS)","Pliocene-Recent","Early Pliocene-Recent","Western Atlantic",,,,,,12,2,282,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R","Mz",,,,,"period of cooling resulted in regional mass extinction; formations: Pinecrest sands; Jackson Bluff Fm.; Duplin Fm.;Yorktown Fm.;Caloosahatchee Fm.;Croatan Fm.; Waccamaw Fm;",,,,,,,,,,,,,,,,,,,,,,
"Stanley 1986 ARM",2,"EO","Steven M. Stanley. 1986. Anatomy of a regional mass extinction: plio-pleistocene decimation of the western atlantic bivalve fauna. Palaios 1:17-36.","Stanley 1986a",1986,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Burrowing nonsiphonate (BuN)","Pliocene-Recent","Early Pliocene-Recent","Western Atlantic",,,,,,50,9,282,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R","Cz",,,,,"period of cooling resulted in regional mass extinction; formations: Pinecrest sands; Jackson Bluff Fm.; Duplin Fm.;Yorktown Fm.;Caloosahatchee Fm.;Croatan Fm.; Waccamaw Fm;",,,,,,,,,,,,,,,,,,,,,,
"Stanley 1986 ARM",3,"EO","Steven M. Stanley. 1986. Anatomy of a regional mass extinction: plio-pleistocene decimation of the western atlantic bivalve fauna. Palaios 1:17-36.","Stanley 1986a",1986,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Burrowing protobranch (BuP)","Pliocene-Recent","Early Pliocene-Recent","Western Atlantic",,,,,,7,4,282,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R","Cz",,,,,"period of cooling resulted in regional mass extinction; formations: Pinecrest sands; Jackson Bluff Fm.; Duplin Fm.;Yorktown Fm.;Caloosahatchee Fm.;Croatan Fm.; Waccamaw Fm;",,,,,,,,,,,,,,,,,,,,,,
"Stanley 1986 ARM",4,"EO","Steven M. Stanley. 1986. Anatomy of a regional mass extinction: plio-pleistocene decimation of the western atlantic bivalve fauna. Palaios 1:17-36.","Stanley 1986a",1986,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Burrowing siphonate (BuS)","Pliocene-Recent","Early Pliocene-Recent","Western Atlantic",,,,,,138,51,282,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R","Cz",,,,,"period of cooling resulted in regional mass extinction; formations: Pinecrest sands; Jackson Bluff Fm.; Duplin Fm.;Yorktown Fm.;Caloosahatchee Fm.;Croatan Fm.; Waccamaw Fm;",,,,,,,,,,,,,,,,,,,,,,
"Stanley 1986 ARM",5,"EO","Steven M. Stanley. 1986. Anatomy of a regional mass extinction: plio-pleistocene decimation of the western atlantic bivalve fauna. Palaios 1:17-36.","Stanley 1986a",1986,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Endobyssate (En)","Pliocene-Recent","Early Pliocene-Recent","Western Atlantic",,,,,,18,0,282,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R","Cz",,,,,"period of cooling resulted in regional mass extinction; formations: Pinecrest sands; Jackson Bluff Fm.; Duplin Fm.;Yorktown Fm.;Caloosahatchee Fm.;Croatan Fm.; Waccamaw Fm;",,,,,,,,,,,,,,,,,,,,,,
"Stanley 1986 ARM",6,"EO","Steven M. Stanley. 1986. Anatomy of a regional mass extinction: plio-pleistocene decimation of the western atlantic bivalve fauna. Palaios 1:17-36.","Stanley 1986a",1986,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Epibyssate (EpB)","Pliocene-Recent","Early Pliocene-Recent","Western Atlantic",,,,,,30,7,282,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R","Cz",,,,,"period of cooling resulted in regional mass extinction; formations: Pinecrest sands; Jackson Bluff Fm.; Duplin Fm.;Yorktown Fm.;Caloosahatchee Fm.;Croatan Fm.; Waccamaw Fm;",,,,,,,,,,,,,,,,,,,,,,
"Stanley 1986 ARM",7,"EO","Steven M. Stanley. 1986. Anatomy of a regional mass extinction: plio-pleistocene decimation of the western atlantic bivalve fauna. Palaios 1:17-36.","Stanley 1986a",1986,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Epifaunal cemented (EpC)","Pliocene-Recent","Early Pliocene-Recent","Western Atlantic",,,,,,13,1,282,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R","Cz",,,,,"period of cooling resulted in regional mass extinction; formations: Pinecrest sands; Jackson Bluff Fm.; Duplin Fm.;Yorktown Fm.;Caloosahatchee Fm.;Croatan Fm.; Waccamaw Fm;",,,,,,,,,,,,,,,,,,,,,,
"Stanley 1986 ARM",8,"EO","Steven M. Stanley. 1986. Anatomy of a regional mass extinction: plio-pleistocene decimation of the western atlantic bivalve fauna. Palaios 1:17-36.","Stanley 1986a",1986,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Epifaunal freeliving (EpF)","Pliocene-Recent","Early Pliocene-Recent","Western Atlantic",,,,,,17,2,282,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R","Cz",,,,,"period of cooling resulted in regional mass extinction; formations: Pinecrest sands; Jackson Bluff Fm.; Duplin Fm.;Yorktown Fm.;Caloosahatchee Fm.;Croatan Fm.; Waccamaw Fm;",,,,,,,,,,,,,,,,,,,,,,
"Stanley 1986 ARM",9,"EO","Steven M. Stanley. 1986. Anatomy of a regional mass extinction: plio-pleistocene decimation of the western atlantic bivalve fauna. Palaios 1:17-36.","Stanley 1986a",1986,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Nestling (Ne)","Pliocene-Recent","Early Pliocene-Recent","Western Atlantic",,,,,,0,1,282,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R","Cz",,,,,"period of cooling resulted in regional mass extinction; formations: Pinecrest sands; Jackson Bluff Fm.; Duplin Fm.;Yorktown Fm.;Caloosahatchee Fm.;Croatan Fm.; Waccamaw Fm;",,,,,,,,,,,,,,,,,,,,,,
